# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,10160 Pleasant Grove School Road,,,,,118009,,8/3/2020,,Elk Grove,"2/4/20 Filing fee received, L02-502162(cs).
Received fee for Inv. 02-12529 1/19/23 Check No. 112359 for $24,632.32 - JA",0,2/9/2023 9:36:22 AM,,"$807,493.31","$17,407,942.00",,,,"$15,136,395.00",34-17,,,,,,02,67314-265,Class 2,Pleasant Grove Elementary School (elk Grove Unified School District),"Alterations to 5-Classroom Buildings (Relocatable), 1-Classroom Building, 1-Multi-purpose Building; Construction of 1-Administration Building, 1-Kindergarten Building, 1-Mechanical Building, 1-Shade Structure, 1-Water Tank, 2-Classroom Buildings",School (K-12),,2/4/2020,,,,NA,,,95624,$0.00,$0.00,,,118009,,34-17,2/4/2020,34,34-17,Elk Grove Unified School District,02  118009,"$18,215,435.31",0,0,"2/4/20 Filing fee received, L02-502162(cs).
Received fee for Inv. 02-12529 1/19/23 Check No. 112359 for $24,632.32 - JA",02,Pleasant Grove Elementary School (elk Grove Unified School District),67314-265,0,10160 Pleasant Grove School Road,Pleasant Grove Elementary School (elk Grove Unified School District),"Alterations to 5-Classroom Buildings (Relocatable), 1-Classroom Building, 1-Multi-purpose Building; Construction of 1-Administration Building, 1-Kindergarten Building, 1-Mechanical Building, 1-Shade Structure, 1-Water Tank, 2-Classroom Buildings",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118009
0,5251 Valley Hi Drive,,,,,123198,,2/28/2025,,Sacramento,02/21/25 check#153246 for $9450.00 paid for Est Amt. (IA),0,,,$0.00,"$1,146,826.00",,,,"$1,600,000.00",34-17,,,,,,02,67314-403,Class 3,Prairie Elementary School ( Elk Grove Unified School District),"Reconstruction of 1-Site Improvement - AC Paving, Fencing, and Gates",School (K-12),,2/21/2025,,,,NA,,,95823,$0.00,$0.00,,,123198,,34-17,,34,34-17,Elk Grove Unified School District,02  123198,$0.00,0,0,02/21/25 check#153246 for $9450.00 paid for Est Amt. (IA),02,Prairie Elementary School ( Elk Grove Unified School District),67314-403,0,5251 Valley Hi Drive,Prairie Elementary School ( Elk Grove Unified School District),"Reconstruction of 1-Site Improvement - AC Paving, Fencing, and Gates",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123198
0,9561 Fite School Road,,,,,122408,,4/18/2024,,Sacramento,"payment of $1,600.00 received 4/10/2024 MC
payment of $9,650.00 received 4/10/2024 MC",0,4/9/2025 11:41:28 AM,,$0.00,"$2,064,142.00",,,,"$2,000,000.00",34-17,,,,,,02,67314-367,Class 3,Robert Fite Elementary School (elk Grove Unified School District),Construction of 1-Parking Lot,School (K-12),,4/12/2024,,,,NA,,,95829,$0.00,$0.00,,,122408,,34-17,,34,34-17,Elk Grove Unified School District,02  122408,$0.00,0,0,"payment of $1,600.00 received 4/10/2024 MC
payment of $9,650.00 received 4/10/2024 MC",02,Robert Fite Elementary School (elk Grove Unified School District),67314-367,0,9561 Fite School Road,Robert Fite Elementary School (elk Grove Unified School District),Construction of 1-Parking Lot,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122408
0,4350 Sophistry Dr.,,,,,122196,,6/26/2024,,Rancho Cordova,"payment of $46,560.00 received 3/8/2024 MC
Confirmed Plan Review Fee amount(KD)",0,5/14/2025 3:15:46 PM,,$0.00,"$3,218,746.00",,,,"$4,650,000.00",34-17,,,,,,02,67314-365,Class 3,Robert J. Mcgarvey Elementary School (elk Grove Unified School District),Alterations to 2-Building Units A and C; Relocation of 7-Classroom Buildings (Relocatable),School (K-12),,3/8/2024,,,,NA,,,95742,$0.00,$0.00,,,122196,,34-17,,34,34-17,Elk Grove Unified School District,02  122196,"$3,218,746.00",0,0,"payment of $46,560.00 received 3/8/2024 MC
Confirmed Plan Review Fee amount(KD)",02,Robert J. Mcgarvey Elementary School (elk Grove Unified School District),67314-365,0,4350 Sophistry Dr.,Robert J. Mcgarvey Elementary School (elk Grove Unified School District),Alterations to 2-Building Units A and C; Relocation of 7-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122196
0,8670 Maranello Way,,,,,122419,,5/24/2024,,Elk Grove,"05/03/2024 - issue incomplete notice - ok to go to OTC - funding deadline
payment of $27,440.39 received 5/1/2024 MC",0,5/9/2025 2:23:48 PM,,$0.00,"$1,704,841.46",,,,"$2,373,856.00",34-17,,,,,,02,67314-374,Class 3,Roy Herberger Elementary School (elk Grove Unified School District),Construction of 1-Site Improvement; Relocation of 1-Classroom Building  (Relocatable),School (K-12),,5/1/2024,,,,NA,,,95624,$0.00,$0.00,,,122419,,34-17,,34,34-17,Elk Grove Unified School District,02  122419,"$1,704,841.46",0,0,"05/03/2024 - issue incomplete notice - ok to go to OTC - funding deadline
payment of $27,440.39 received 5/1/2024 MC",02,Roy Herberger Elementary School (elk Grove Unified School District),67314-374,0,8670 Maranello Way,Roy Herberger Elementary School (elk Grove Unified School District),Construction of 1-Site Improvement; Relocation of 1-Classroom Building  (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122419
0,9510 Elk Grove Florin Road,,,,,121395,,9/6/2023,,Elk Grove,06/09/2023 check#118381 for $19350.00 paid for fee.(IA),0,5/15/2025 9:05:46 AM,,$0.00,"$3,083,309.00",,,,"$1,500,000.00",34-17,,,,,,02,67314-334,Class 3,Trigg Education Center ( Elk Grove Unified School District),Alterations to 1-Office Building,School (K-12),,6/13/2023,,,,NA,,,95624,$0.00,$0.00,,,121395,,34-17,,34,34-17,Elk Grove Unified School District,02  121395,"$3,083,309.00",0,0,06/09/2023 check#118381 for $19350.00 paid for fee.(IA),02,Trigg Education Center ( Elk Grove Unified School District),67314-334,0,9510 Elk Grove Florin Road,Trigg Education Center ( Elk Grove Unified School District),Alterations to 1-Office Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121395
2,9510 Elk Grove Florin Road,,,,,123399,,,,Elk Grove,"payment of $79,100.00 received 6/12/2025 MC
Verified plan review fee amount(KD)",0,,,$0.00,$0.00,,,,"$9,000,000.00",34-17,,,,,,02,67314-412,Class 2,Trigg Education Center North Annex (elk Grove Unified School District),"Alterations to 1-Office Building, 8-Classroom Buildings (Relocatable); Construction of 1-Site Improvement, 1-Solar Panel Structure; Relocation of 8-Classroom Buildings (Relocatable)",School (K-12),,6/12/2025,,,,NA,,,95862,$0.00,$0.00,,,123399,,34-17,,34,34-17,Elk Grove Unified School District,02  123399,$0.00,0,0,"payment of $79,100.00 received 6/12/2025 MC
Verified plan review fee amount(KD)",02,Trigg Education Center North Annex (elk Grove Unified School District),67314-412,0,9510 Elk Grove Florin Road,Trigg Education Center North Annex (elk Grove Unified School District),"Alterations to 1-Office Building, 8-Classroom Buildings (Relocatable); Construction of 1-Site Improvement, 1-Solar Panel Structure; Relocation of 8-Classroom Buildings (Relocatable)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123399
0,9880 Denali Circle,,,,,122193,,6/26/2024,,Elk Grove,"payment of $27,660.00 received 3/8/2024 MC
Confirmed Plan Fee pd is correct(KD)",0,5/8/2025 10:02:48 AM,,$0.00,"$1,598,400.00",,,,"$2,400,000.00",34-17,,,,,,02,67314-363,Class 3,Zehnder Ranch Elementary School (elk Grove Unified School District),"Alterations to 2-Building Units A and E; Relocation of 3-Classroom Buildings (Relocatable) Unit H3, H4 & H5",School (K-12),,3/8/2024,,,,NA,,,95757,$0.00,$0.00,,,122193,,34-17,,34,34-17,Elk Grove Unified School District,02  122193,$0.00,0,0,"payment of $27,660.00 received 3/8/2024 MC
Confirmed Plan Fee pd is correct(KD)",02,Zehnder Ranch Elementary School (elk Grove Unified School District),67314-363,0,9880 Denali Circle,Zehnder Ranch Elementary School (elk Grove Unified School District),"Alterations to 2-Building Units A and E; Relocation of 3-Classroom Buildings (Relocatable) Unit H3, H4 & H5",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122193
0,8350 Lotz Parkway,,,,,118375,,5/20/2020,,Elk Grove,"Pmnt of $193.50 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $193.50. No more documents are required. 12/11/20 (DD)
5/4/20 fees received (AM)",0,,,"$34,476.20","$1,640,250.00",,,,"$1,846,496.00",34-H2,,,,,,02,67314-289,N/A,Cosumnes Oaks High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,School (K-12),,5/15/2020,,,,NA,,,95757,$0.00,$0.00,,,118375,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118375,"$1,674,726.20",0,0,"Pmnt of $193.50 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $193.50. No more documents are required. 12/11/20 (DD)
5/4/20 fees received (AM)",02,Cosumnes Oaks High School (elk Grove Unified School District),67314-289,0,8350 Lotz Parkway,Cosumnes Oaks High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118375
0,8350 Lotz Parkway,,,,,118402,,8/26/2020,,Elk Grove,"Pmnt of $27889.94 Rcvd DT 7/2/2020 
6/11/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.
11/31/22 $1720.00 check received for fees -JB",0,1/31/2022 2:04:34 PM,,"$9,365.00","$2,042,577.45",,,,"$2,237,760.00",34-H2,,,,,,02,67314-254,Class 1,Cosumnes Oaks High School (elk Grove Unified School District),Construction of 1-Classroom Building,School (K-12),,6/10/2020,,,,NA,,,95757,$0.00,$0.00,,,118402,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118402,"$2,051,942.45",0,0,"Pmnt of $27889.94 Rcvd DT 7/2/2020 
6/11/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.
11/31/22 $1720.00 check received for fees -JB",02,Cosumnes Oaks High School (elk Grove Unified School District),67314-254,0,8350 Lotz Parkway,Cosumnes Oaks High School (elk Grove Unified School District),Construction of 1-Classroom Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118402
3,9800 Elk Grove-Florin Road,,,,,118882,,2/25/2021,,Elk Grove,"Pmnt of $501,750 rcvd 2/16/2021 DT.",0,,,$0.00,"$65,000,000.00",,,,"$65,000,000.00",34-H2,,,,,,02,67314-306,Class 1,Elk Grove High School (elk Grove Unified School District),"Alterations to 5-Classroom Buildings (B, B1, D, J & L), 1-Classroom Building; Construction of 1-Site Improvement, 1-Two Story Classroom Building, 1-Two Story Classroom/Office Building",School (K-12),,2/12/2021,,,,NA,,,95624,$0.00,$0.00,,,118882,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118882,$0.00,0,0,"Pmnt of $501,750 rcvd 2/16/2021 DT.",02,Elk Grove High School (elk Grove Unified School District),67314-306,0,9800 Elk Grove-Florin Road,Elk Grove High School (elk Grove Unified School District),"Alterations to 5-Classroom Buildings (B, B1, D, J & L), 1-Classroom Building; Construction of 1-Site Improvement, 1-Two Story Classroom Building, 1-Two Story Classroom/Office Building",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118882
0,9800 Elk Grove-Florin Road,,,,,119516,,4/5/2022,,Elk Grove,"Plan Review Fee received 11/12/21 Check No. 089195 for $46,803.60 - JA",0,,,$0.00,"$4,679,000.00",,,,"$4,679,000.00",34-H2,,,,,,02,67314-325,Class 1,Elk Grove High School (elk Grove Unified School District),Construction of 1-Ag Lab CTE Building,School (K-12),,11/19/2021,,,,NA,,,95624,$0.00,$0.00,,,119516,,34-H2,,34,34-H2,Elk Grove Unified School District,02  119516,$0.00,0,0,"Plan Review Fee received 11/12/21 Check No. 089195 for $46,803.60 - JA",02,Elk Grove High School (elk Grove Unified School District),67314-325,0,9800 Elk Grove-Florin Road,Elk Grove High School (elk Grove Unified School District),Construction of 1-Ag Lab CTE Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119516
0,9800 Elk Grove-Florin Road,,,,,118376,,5/20/2020,,Elk Grove,"Pmnt of $193.50 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $193.50. No more documents are required. 12/11/20 (DD)
5/4/20 fees received (AM)",0,,,"$121,347.71","$1,600,696.00",,,,"$1,775,187.00",34-H2,,,,,,02,67314-290,N/A,Elk Grove High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,School (K-12),,5/15/2020,,,,NA,,,95624,$0.00,$0.00,,,118376,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118376,"$1,722,043.71",0,0,"Pmnt of $193.50 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $193.50. No more documents are required. 12/11/20 (DD)
5/4/20 fees received (AM)",02,Elk Grove High School (elk Grove Unified School District),67314-290,0,9800 Elk Grove-Florin Road,Elk Grove High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118376
0,9800 Elk Grove-Florin Road,,,,,118324,,9/15/2020,,Elk Grove,"L02-502183(cs);6/4/2020 Submittal is Complete for Intake IA/EE.
6/3/2020 Issue Incomplete Notice IA/EE.
5/26/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.",0,3/25/2022 9:27:57 AM,,"$206,722.00","$4,754,475.00",,,,"$4,100,000.00",34-H2,,,,,,02,67314-257,Class 2,Elk Grove High School (elk Grove Unified School District),Construction of 1-Classroom Building,School (K-12),,5/22/2020,,,,NA,,,95624,$0.00,$0.00,,,118324,,34-H2,6/4/2020,34,34-H2,Elk Grove Unified School District,02  118324,"$4,961,197.00",0,0,"L02-502183(cs);6/4/2020 Submittal is Complete for Intake IA/EE.
6/3/2020 Issue Incomplete Notice IA/EE.
5/26/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.",02,Elk Grove High School (elk Grove Unified School District),67314-257,0,9800 Elk Grove-Florin Road,Elk Grove High School (elk Grove Unified School District),Construction of 1-Classroom Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118324
0,9800 Elk Grove Florin Road,,,,,117167,,,,Elk Grove,,0,,,$0.00,$0.00,,,,"$1,914,000.00",34-H2,,,,,,02,67314-241,N/A,Elk Grove High School (elk Grove Unified School District),,School (K-12),,,,,,NA,,,95624,$0.00,$0.00,,,117167,,34-H2,,34,34-H2,Elk Grove Unified School District,02  117167,$0.00,0,0,,02,Elk Grove High School (elk Grove Unified School District),67314-241,0,9800 Elk Grove Florin Road,Elk Grove High School (elk Grove Unified School District),,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=117167
0,9800 Elk Grove Florin Rd.,,,,,122413,,9/24/2024,,Elk Grove,"payment of $41,100 received 5/7/2024 HN",0,,,$0.00,"$5,000,000.00",,,,"$4,000,000.00",34-H2,,,,,,02,67314-376,Class 2,Elk Grove High School (elk Grove Unified School District),Construction of 1-Athletics Building,School (K-12),,6/18/2024,,,,NA,,,95624,$0.00,$0.00,,,122413,,34-H2,6/18/2024,34,34-H2,Elk Grove Unified School District,02  122413,$0.00,0,0,"payment of $41,100 received 5/7/2024 HN",02,Elk Grove High School (elk Grove Unified School District),67314-376,0,9800 Elk Grove Florin Rd.,Elk Grove High School (elk Grove Unified School District),Construction of 1-Athletics Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122413
0,7956 Cottonwood Lane,,,,,118180,,7/31/2020,,Sacramento,"4/2/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.
04/11/2023 check#116338 for $4676.25 paid for invoice #12699. (IA)",0,4/11/2023 10:38:39 AM,,"$168,711.00","$5,074,000.00",,,,"$5,600,000.00",34-H2,,,,,,02,67314-256,Class 2,Florin High School (elk Grove Unified School District),Construction of 1-Classroom / Kitchen Building,School (K-12),,3/27/2020,,,,NA,,,95828,$0.00,$0.00,,,118180,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118180,"$5,242,711.00",0,0,"4/2/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.
04/11/2023 check#116338 for $4676.25 paid for invoice #12699. (IA)",02,Florin High School (elk Grove Unified School District),67314-256,0,7956 Cottonwood Lane,Florin High School (elk Grove Unified School District),Construction of 1-Classroom / Kitchen Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118180
0,7956 Cottonwood Lane,,,,,118214,,6/23/2020,,Sacramento,"Pmnt of $34,750. Rcvd 4/13/2020 DT. 
4/14/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.",0,3/17/2023 2:48:42 PM,,"$518,015.00","$2,371,000.00",,,,"$3,000,000.00",34-H2,,,,,,02,67314-221,Class 2,Florin High School (elk Grove Unified School District),Alterations to 1-Shop Building; Construction of 1-Shop Building,School (K-12),,4/13/2020,,,,NA,,,95828,$0.00,$0.00,,,118214,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118214,"$2,889,015.00",0,0,"Pmnt of $34,750. Rcvd 4/13/2020 DT. 
4/14/2020 Verify that Plan Review Fees have been paid prior to back-check IA/EE.",02,Florin High School (elk Grove Unified School District),67314-221,0,7956 Cottonwood Lane,Florin High School (elk Grove Unified School District),Alterations to 1-Shop Building; Construction of 1-Shop Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118214
0,7956 Cottonwood Lane,,,,,120642,,2/14/2023,,Sacramento,Pmnt of $32700 rcvd 11/18/2022 DT.,0,3/8/2024 2:32:36 PM,,"$251,337.00","$3,200,000.00",,,,"$3,000,000.00",34-H2,,,,,,02,67314-329,Class 3,Florin High School (elk Grove Unified School District),Alterations to 3-Parking Lots,School (K-12),,11/18/2022,,,,NA,,,95828,$0.00,$0.00,,,120642,,34-H2,,34,34-H2,Elk Grove Unified School District,02  120642,"$3,451,337.00",0,0,Pmnt of $32700 rcvd 11/18/2022 DT.,02,Florin High School (elk Grove Unified School District),67314-329,0,7956 Cottonwood Lane,Florin High School (elk Grove Unified School District),Alterations to 3-Parking Lots,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120642
0,6400 Whitelock Parkway,,,,,123039,,4/8/2025,,Elk Grove,"payment of $7,200.00 received 1/15/2025 MC
Received revised DSA 1 with ACS and FLS checked (KW) 1/21/2025
ACS Not required per DSA IR A-22 Appendix Item 33 (TP) 1/27/2025",0,,,$0.00,$0.00,,,,"$1,100,000.00",34-H2,,,,,,02,67341-390,Class 3,Franklin High School ( Elk Grove Unified School District),"Alterations to 29-Fire Alarm upgrade (Buildings HA - HH,  HJ - HN, HP, HR1 - HR10, HT1 - HT5)",School (K-12),,1/21/2025,,,,NA,,,95757,$0.00,$0.00,,,123039,,34-H2,,34,34-H2,Elk Grove Unified School District,02  123039,$0.00,0,0,"payment of $7,200.00 received 1/15/2025 MC
Received revised DSA 1 with ACS and FLS checked (KW) 1/21/2025
ACS Not required per DSA IR A-22 Appendix Item 33 (TP) 1/27/2025",02,Franklin High School ( Elk Grove Unified School District),67341-390,0,6400 Whitelock Parkway,Franklin High School ( Elk Grove Unified School District),"Alterations to 29-Fire Alarm upgrade (Buildings HA - HH,  HJ - HN, HP, HR1 - HR10, HT1 - HT5)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123039
0,9050 Vicino Drive,,,,,119611,,2/10/2022,,Elk Grove,"2/9/2023 Remaining fees have been reconciled. The project is Closed PS/EE.
1/19/2023 Submitted DSA 168 for Final Construction Costs resulted in Further Fees due of $159.65. Project remains open PSS/EE.
11/30/21 - Check received for app#: 02-119623 & 02-119611 for $9738.91. Total fees for 02-119611 = $7042.40.",0,,,"$62,666.80","$2,889,384.00",,,,"$2,792,400.00",34-H2,,,,,,02,67314-326,N/A,Laguna Creek High School (elk Grove Unified School District),Alterations to 1-Replacement of Asphalt paving in parking lots and replacement of concrete sidewalks & Play court / basketball court.,School (K-12),,12/1/2021,,,,NA,,,95758,$0.00,$0.00,,,119611,,34-H2,,34,34-H2,Elk Grove Unified School District,02  119611,"$2,952,050.80",0,0,"2/9/2023 Remaining fees have been reconciled. The project is Closed PS/EE.
1/19/2023 Submitted DSA 168 for Final Construction Costs resulted in Further Fees due of $159.65. Project remains open PSS/EE.
11/30/21 - Check received for app#: 02-119623 & 02-119611 for $9738.91. Total fees for 02-119611 = $7042.40.",02,Laguna Creek High School (elk Grove Unified School District),67314-326,0,9050 Vicino Drive,Laguna Creek High School (elk Grove Unified School District),Alterations to 1-Replacement of Asphalt paving in parking lots and replacement of concrete sidewalks & Play court / basketball court.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119611
0,9050 Vicino Dr.,,,,,120315,,4/3/2023,,Elk Grove,"7/13/22 $137,510.00 check received -JB",0,,,$0.00,"$27,998,662.00",,,,"$16,900,000.00",34-H2,,,,,,02,67314-338,Class 3,Laguna Creek High School (elk Grove Usd),"Alterations to 5-Classroom Buildings (C,D,E,F,L), 1-Student Activities Bldg (H), 2-Administration Building (A,B), 1-Library Building (G), 1-Visual Arts Bldg (J), 1-Theater/Music Building (K), 1-Gymnasium/Locker Room Bldg (M1/M2), 1-Cafeteria Building (N), 30-Classroom Buildings (Relocatable) (P15-P24,MM,AA-HH,JJ,KK,P,O,P5-P9,P25,LL)",School (K-12),,7/14/2022,,,,NA,,,95758,$0.00,$0.00,,,120315,,34-H2,,34,34-H2,Elk Grove Unified School District,02  120315,$0.00,0,0,"7/13/22 $137,510.00 check received -JB",02,Laguna Creek High School (elk Grove Usd),67314-338,0,9050 Vicino Dr.,Laguna Creek High School (elk Grove Usd),"Alterations to 5-Classroom Buildings (C,D,E,F,L), 1-Student Activities Bldg (H), 2-Administration Building (A,B), 1-Library Building (G), 1-Visual Arts Bldg (J), 1-Theater/Music Building (K), 1-Gymnasium/Locker Room Bldg (M1/M2), 1-Cafeteria Building (N), 30-Classroom Buildings (Relocatable) (P15-P24,MM,AA-HH,JJ,KK,P,O,P5-P9,P25,LL)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120315
0,8661 Power Inn Road,,,,,118379,,5/20/2020,,Sacramento,"Pmnt of $129 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $129.00. No more documents are required. 12/11/20 (DD)
5/1/20 fees received (AM)",0,,,"$104,775.71","$1,601,223.00",,,,"$1,807,708.00",34-H2,,,,,,02,67314-291,N/A,Monterey Trail High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,School (K-12),,5/15/2020,,,,NA,,,95624,$0.00,$0.00,,,118379,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118379,"$1,705,998.71",0,0,"Pmnt of $129 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $129.00. No more documents are required. 12/11/20 (DD)
5/1/20 fees received (AM)",02,Monterey Trail High School (elk Grove Unified School District),67314-291,0,8661 Power Inn Road,Monterey Trail High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118379
0,8333 Kingsbridge Drive,,,,,118378,,5/20/2020,,Sacramento,"pmnt of $989 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $989.00. No more documents are required. 12/11/20 (DD)
5/4/20 fees received (AM)",0,,,"$14,588.71","$1,648,525.00",,,,"$1,876,030.00",34-H2,,,,,,02,67314-292,N/A,Sheldon High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,School (K-12),,5/15/2020,,,,NA,,,95829,$0.00,$0.00,,,118378,,34-H2,,34,34-H2,Elk Grove Unified School District,02  118378,"$1,790,113.71",0,0,"pmnt of $989 rcvd 1/22/2021 DT. 
Remaining fees have been reconciled. The project is closed and no more documents are required. 1/25/2021  (DD)
Form DSA-168 for Final Construction Cost has been submitted. The project can be closed after paying required further fee for amount of $989.00. No more documents are required. 12/11/20 (DD)
5/4/20 fees received (AM)",02,Sheldon High School (elk Grove Unified School District),67314-292,0,8333 Kingsbridge Drive,Sheldon High School (elk Grove Unified School District),Alterations to 1-Existing Synthetic Turf and P.O.T. modifications including parking and sanitary facility to comply with accessibility standards.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118378
